dataset_name,image_name,I1,I2,I3,I4,I5,I6
tusimple,tusimple_test_clips_0530_1492627914224013192_0_20.jpg,0.964,0.754,0.639,0.54,0.02,3
tusimple,tusimple_test_clips_0530_1492627915220916494_0_20.jpg,0.951,0.796,0.617,0.524,0.024,3
tusimple,tusimple_test_clips_0530_1492627918219099639_0_20.jpg,0.903,0.637,0.675,0.596,0.031,3
tusimple,tusimple_test_clips_0530_1492627921217211555_0_20.jpg,0.884,0.719,0.633,0.592,0.014,3
tusimple,tusimple_test_clips_0530_1492627922217397224_0_20.jpg,0.908,0.736,0.687,0.525,0.018,3
tusimple,tusimple_test_clips_0530_1492627950200142857_0_20.jpg,0.812,0.621,0.563,0.623,0,3
tusimple,tusimple_test_clips_0530_1492627952198486287_0_20.jpg,0.906,0.718,0.49,0.615,0.023,3
tusimple,tusimple_test_clips_0530_1492627954199284220_0_20.jpg,1,0.575,0.552,0.683,0.037,3
tusimple,tusimple_test_clips_0530_1492627960193546966_0_20.jpg,0.883,0.613,0.617,0.668,0.054,3
tusimple,tusimple_test_clips_0530_1492627961193028157_0_20.jpg,0.991,0.5,0.62,0.668,0.037,3
tusimple,tusimple_test_clips_0530_1492627974187179880_0_20.jpg,0.987,0.484,0.67,0.522,0,3
tusimple,tusimple_test_clips_0530_1492627975184478481_0_20.jpg,0.917,0.553,0.594,0.63,0,3
tusimple,tusimple_test_clips_0530_1492627983179641456_0_20.jpg,0.987,0.634,0.651,0.529,0.001,3
tusimple,tusimple_test_clips_0530_1492628001168720629_0_20.jpg,0.963,0.624,0.488,0.623,0.061,3
tusimple,tusimple_test_clips_0530_1492628006168198067_0_20.jpg,1,0.531,0.568,0.67,0.093,3
tusimple,tusimple_test_clips_0530_1492628015160248997_0_20.jpg,1,0.459,0.47,0.63,0.141,3
tusimple,tusimple_test_clips_0530_1492628020157317950_0_20.jpg,0.95,0.576,0.559,0.556,0.115,3
tusimple,tusimple_test_clips_0530_1492628023157504197_0_20.jpg,0.976,0.474,0.46,0.699,0.021,3
tusimple,tusimple_test_clips_0530_1492628031150685356_0_20.jpg,1,0.535,0.616,0.581,0.002,3
tusimple,tusimple_test_clips_0530_1492628058134253237_0_20.jpg,0.991,0.692,0.55,0.597,0.049,3
tusimple,tusimple_test_clips_0530_1492628062134609982_0_20.jpg,0.992,0.746,0.605,0.57,0,3
tusimple,tusimple_test_clips_0530_1492628071126394869_0_20.jpg,1,0.531,0.595,0.606,0.064,3
tusimple,tusimple_test_clips_0530_1492628072126783484_0_20.jpg,1,0.635,0.597,0.63,0.051,3
tusimple,tusimple_test_clips_0530_1492628074124635753_0_20.jpg,1,0.595,0.7,0.614,0.061,3
tusimple,tusimple_test_clips_0530_1492628076125549799_0_20.jpg,1,0.627,0.681,0.612,0.052,3
tusimple,tusimple_test_clips_0530_1492628082120682395_0_20.jpg,1,0.682,0.617,0.599,0.059,3
tusimple,tusimple_test_clips_0530_1492628085118001445_0_20.jpg,0.994,0.55,0.624,0.598,0.058,3
tusimple,tusimple_test_clips_0530_1492628089115565431_0_20.jpg,1,0.581,0.557,0.631,0.069,3
tusimple,tusimple_test_clips_0530_1492628091114320051_0_20.jpg,1,0.614,0.604,0.608,0.096,3
tusimple,tusimple_test_clips_0530_1492628095114701582_0_20.jpg,0.978,0.637,0.554,0.609,0.059,3
tusimple,tusimple_test_clips_0530_1492628104106530792_0_20.jpg,1,0.703,0.459,0.688,0,3
tusimple,tusimple_test_clips_0530_1492628106105854772_0_20.jpg,1,0.718,0.625,0.561,0,3
tusimple,tusimple_test_clips_0530_1492628107104733300_0_20.jpg,0.965,0.722,0.599,0.639,0,3
tusimple,tusimple_test_clips_0530_1492628112101672289_0_20.jpg,1,0.571,0.459,0.642,0.001,3
tusimple,tusimple_test_clips_0530_1492628115099838724_0_20.jpg,1,0.758,0.593,0.588,0,3
tusimple,tusimple_test_clips_0530_1492628124096052297_0_20.jpg,0.964,0.638,0.646,0.591,0,3
tusimple,tusimple_test_clips_0530_1492628127092514314_0_20.jpg,0.928,0.522,0.522,0.691,0,3
tusimple,tusimple_test_clips_0530_1492628132089541047_0_20.jpg,1,0.531,0.412,0.644,0,3
tusimple,tusimple_test_clips_0530_1492628135087679392_0_20.jpg,0.951,0.211,0.469,0.651,0,3
tusimple,tusimple_test_clips_0530_1492628137086603577_0_20.jpg,0.887,0.216,0.378,0.678,0,3
tusimple,tusimple_test_clips_0530_1492628144082242734_0_20.jpg,0.905,0.312,0.441,0.601,0.016,3
tusimple,tusimple_test_clips_0530_1492628146081048262_0_20.jpg,1,0.646,0.344,0.534,0,3
tusimple,tusimple_test_clips_0530_1492628153077520387_0_20.jpg,0.994,0.548,0.595,0.626,0.035,3
tusimple,tusimple_test_clips_0530_1492628167068335902_0_20.jpg,1,0.599,0.583,0.541,0.064,3
tusimple,tusimple_test_clips_0530_1492628168067716766_0_20.jpg,1,0.71,0.606,0.54,0.054,3
tusimple,tusimple_test_clips_0530_1492628171068420921_0_20.jpg,1,0.622,0.573,0.615,0.06,3
tusimple,tusimple_test_clips_0530_1492628172065629178_0_20.jpg,1,0.631,0.665,0.523,0.073,3
tusimple,tusimple_test_clips_0530_1492628176062967644_0_20.jpg,1,0.644,0.541,0.598,0.056,3
tusimple,tusimple_test_clips_0530_1492628181059814588_0_20.jpg,1,0.622,0.556,0.559,0.067,3
tusimple,tusimple_test_clips_0530_1492628187058335938_0_20.jpg,1,0.691,0.514,0.617,0.045,3
tusimple,tusimple_test_clips_0530_1492628201047711011_0_20.jpg,1,0.575,0.562,0.576,0,3
tusimple,tusimple_test_clips_0530_1492628205045293965_0_20.jpg,1,0.543,0.542,0.622,0,3
tusimple,tusimple_test_clips_0530_1492628208043911488_0_20.jpg,1,0.514,0.502,0.629,0,3
tusimple,tusimple_test_clips_0530_1492628229030801235_0_20.jpg,1,0.542,0.422,0.669,0,3
tusimple,tusimple_test_clips_0530_1492628237025975269_0_20.jpg,0.982,0.579,0.61,0.639,0,3
tusimple,tusimple_test_clips_0530_1492628239024709155_0_20.jpg,0.969,0.48,0.614,0.636,0,3
tusimple,tusimple_test_clips_0530_1492628246021014644_0_20.jpg,1,0.551,0.543,0.644,0.052,3
tusimple,tusimple_test_clips_0530_1492628259014675826_0_20.jpg,1,0.542,0.492,0.595,0.047,3
tusimple,tusimple_test_clips_0530_1492628269007753272_0_20.jpg,1,0.627,0.579,0.602,0,3
tusimple,tusimple_test_clips_0530_1492628272007402880_0_20.jpg,1,0.603,0.485,0.606,0.001,3
tusimple,tusimple_test_clips_0530_1492628273005748182_0_20.jpg,1,0.511,0.529,0.599,0,3
tusimple,tusimple_test_clips_0530_1492628278001320796_0_20.jpg,0.968,0.559,0.561,0.613,0.002,3
tusimple,tusimple_test_clips_0530_1492628284998215866_0_20.jpg,0.948,0.583,0.537,0.623,0.033,3
tusimple,tusimple_test_clips_0530_1492628291893049202_0_20.jpg,1,0.532,0.524,0.633,0.035,3
tusimple,tusimple_test_clips_0530_1492628295657178560_0_20.jpg,1,0.629,0.551,0.593,0.026,3
tusimple,tusimple_test_clips_0530_1492628295991132766_0_20.jpg,0.991,0.717,0.529,0.521,0.041,3
tusimple,tusimple_test_clips_0530_1492628299987988107_0_20.jpg,0.955,0.558,0.538,0.655,0.03,3
tusimple,tusimple_test_clips_0530_1492628302986059516_0_20.jpg,0.935,0.629,0.62,0.537,0.03,3
tusimple,tusimple_test_clips_0530_1492628308984419533_0_20.jpg,0.922,0.675,0.545,0.596,0.045,3
tusimple,tusimple_test_clips_0530_1492628312980031740_0_20.jpg,1,0.712,0.539,0.554,0.02,3
tusimple,tusimple_test_clips_0530_1492628319977963847_0_20.jpg,0.977,0.553,0.57,0.586,0.003,3
tusimple,tusimple_test_clips_0530_1492628322975480554_0_20.jpg,0.982,0.656,0.507,0.625,0.003,3
tusimple,tusimple_test_clips_0530_1492628326973771692_0_20.jpg,0.971,0.696,0.561,0.593,0.013,3
tusimple,tusimple_test_clips_0530_1492628331968850997_0_20.jpg,0.925,0.665,0.506,0.624,0.02,3
tusimple,tusimple_test_clips_0530_1492628340963126706_0_20.jpg,0.976,0.711,0.636,0.526,0.028,3
tusimple,tusimple_test_clips_0530_1492628362951557598_0_20.jpg,0.703,1,0.806,0.638,0.016,3
tusimple,tusimple_test_clips_0530_1492628365714746456_0_20.jpg,0.811,1,0.782,0.658,0.013,3
tusimple,tusimple_test_clips_0530_1492628371944210760_0_20.jpg,0.994,1,0.787,0.612,0.007,3
tusimple,tusimple_test_clips_0530_1492628391932177120_0_20.jpg,0.966,1,0.764,0.623,0.033,3
tusimple,tusimple_test_clips_0530_1492628398927921682_0_20.jpg,0.835,1,0.817,0.62,0.01,3
tusimple,tusimple_test_clips_0530_1492628405924468725_0_20.jpg,0.9,1,0.818,0.608,0,3
tusimple,tusimple_test_clips_0530_1492628431311657555_0_20.jpg,0.9,1,0.769,0.649,0,3
tusimple,tusimple_test_clips_0530_1492628437305491167_0_20.jpg,0.891,0.96,0.749,0.657,0,3
tusimple,tusimple_test_clips_0530_1492628439307879930_0_20.jpg,0.773,0.969,0.759,0.657,0,3
tusimple,tusimple_test_clips_0530_1492628447299511407_0_20.jpg,0.868,1,0.799,0.71,0,3
tusimple,tusimple_test_clips_0530_1492628450297589964_0_20.jpg,0.883,1,0.803,0.654,0,3
tusimple,tusimple_test_clips_0530_1492628457293294022_0_20.jpg,0.711,0.578,0.469,0.573,0.022,3
tusimple,tusimple_test_clips_0530_1492628469286098606_0_20.jpg,0.833,0.967,0.781,0.675,0.033,3
tusimple,tusimple_test_clips_0530_1492628479284320929_0_20.jpg,0.857,0.766,0.75,0.658,0.086,3
tusimple,tusimple_test_clips_0530_1492628487276858817_0_20.jpg,0.826,1,0.785,0.697,0,3
tusimple,tusimple_test_clips_0530_1492628488275287653_0_20.jpg,0.822,0.98,0.759,0.782,0,3
tusimple,tusimple_test_clips_0530_1492628494270257096_0_20.jpg,0.863,1,0.758,0.692,0.001,3
tusimple,tusimple_test_clips_0530_1492628511261649903_0_20.jpg,0.75,1,0.768,0.698,0,3
tusimple,tusimple_test_clips_0530_1492628525253657655_0_20.jpg,0.832,1,0.787,0.672,0,3
tusimple,tusimple_test_clips_0530_1492628526250930503_0_20.jpg,0.883,1,0.756,0.626,0,3
tusimple,tusimple_test_clips_0530_1492628529250629947_0_20.jpg,0.857,1,0.774,0.691,0,3
tusimple,tusimple_test_clips_0530_1492628537245194859_0_20.jpg,0.921,0.821,0.725,0.641,0,3
tusimple,tusimple_test_clips_0530_1492628544240059148_0_20.jpg,0.981,0.973,0.754,0.581,0,3
tusimple,tusimple_test_clips_0530_1492628545240318854_0_20.jpg,0.856,0.835,0.732,0.665,0,3
tusimple,tusimple_test_clips_0530_1492628557232252737_0_20.jpg,0.794,1,0.782,0.605,0,3
tusimple,tusimple_test_clips_0530_1492628564229695416_0_20.jpg,0.905,0.894,0.735,0.677,0.017,3
tusimple,tusimple_test_clips_0530_1492628580221006326_0_20.jpg,0.813,1,0.774,0.632,0.011,3
tusimple,tusimple_test_clips_0530_1492628589213497110_0_20.jpg,0.86,1,0.807,0.64,0.035,3
tusimple,tusimple_test_clips_0530_1492628590215050342_0_20.jpg,0.792,1,0.834,0.678,0.016,3
tusimple,tusimple_test_clips_0530_1492628591214025981_0_20.jpg,0.806,1,0.786,0.602,0,4
tusimple,tusimple_test_clips_0530_1492628608202050481_0_20.jpg,0.939,1,0.779,0.651,0,3
tusimple,tusimple_test_clips_0530_1492628612200015912_0_20.jpg,0.847,1,0.803,0.631,0,3
tusimple,tusimple_test_clips_0530_1492628622194466355_0_20.jpg,0.838,1,0.815,0.659,0,3
tusimple,tusimple_test_clips_0530_1492628635185748938_0_20.jpg,0.789,1,0.818,0.686,0,3
tusimple,tusimple_test_clips_0530_1492628657172450699_0_20.jpg,0.84,1,0.747,0.679,0.032,3
tusimple,tusimple_test_clips_0530_1492628671164733621_0_20.jpg,0.818,1,0.828,0.635,0,3
tusimple,tusimple_test_clips_0530_1492628677160276184_0_20.jpg,0.91,1,0.86,0.549,0,3
tusimple,tusimple_test_clips_0530_1492628678162672511_0_20.jpg,0.935,1,0.86,0.65,0.001,3
tusimple,tusimple_test_clips_0530_1492628686156530866_0_20.jpg,0.862,1,0.851,0.617,0,3
tusimple,tusimple_test_clips_0530_1492628693150597954_0_20.jpg,0.951,1,0.786,0.6,0,3
tusimple,tusimple_test_clips_0530_1492628704144226583_0_20.jpg,0.885,1,0.766,0.664,0,3
tusimple,tusimple_test_clips_0530_1492628705145522411_0_20.jpg,0.886,1,0.828,0.612,0.001,3
tusimple,tusimple_test_clips_0530_1492628711139732998_0_20.jpg,0.858,1,0.807,0.686,0,3
tusimple,tusimple_test_clips_0530_1492628715137318229_0_20.jpg,0.878,1,0.764,0.64,0.001,3
tusimple,tusimple_test_clips_0530_1492628718136586604_0_20.jpg,0.904,0.994,0.723,0.589,0,3
tusimple,tusimple_test_clips_0530_1492628725131496677_0_20.jpg,0.881,1,0.768,0.666,0,3
tusimple,tusimple_test_clips_0530_1492628730128199325_0_20.jpg,0.869,1,0.728,0.645,0,3
tusimple,tusimple_test_clips_0530_1492628736124786422_0_20.jpg,0.825,1,0.731,0.625,0,3
tusimple,tusimple_test_clips_0530_1492628739122781318_0_20.jpg,0.872,1,0.753,0.585,0,3
tusimple,tusimple_test_clips_0530_1492628749116786106_0_20.jpg,0.821,1,0.762,0.625,0.009,3
tusimple,tusimple_test_clips_0530_1492628750115526561_0_20.jpg,0.866,1,0.746,0.636,0.004,3
tusimple,tusimple_test_clips_0530_1492628769106755469_0_20.jpg,0.819,1,0.788,0.598,0.005,3
tusimple,tusimple_test_clips_0530_1492628772102140200_0_20.jpg,0.902,1,0.834,0.604,0.01,3
tusimple,tusimple_test_clips_0530_1492628774100872683_0_20.jpg,0.862,1,0.83,0.644,0.004,3
tusimple,tusimple_test_clips_0530_1492628780097320831_0_20.jpg,0.859,1,0.823,0.594,0,3
tusimple,tusimple_test_clips_0530_1492628781096735498_0_20.jpg,0.793,1,0.756,0.719,0,3
tusimple,tusimple_test_clips_0530_1492628809079971594_0_20.jpg,0.868,1,0.793,0.599,0.055,3
tusimple,tusimple_test_clips_0530_1492628814076971981_0_20.jpg,0.851,1,0.788,0.667,0,3
tusimple,tusimple_test_clips_0530_1492628822072697151_0_20.jpg,0.83,1,0.8,0.68,0,3
tusimple,tusimple_test_clips_0530_1492628824070715492_0_20.jpg,0.85,1,0.793,0.667,0,3
tusimple,tusimple_test_clips_0530_1492628825070721022_0_20.jpg,0.89,1,0.781,0.616,0,3
tusimple,tusimple_test_clips_0530_1492628833067689731_0_20.jpg,0.882,1,0.779,0.708,0,3
tusimple,tusimple_test_clips_0530_1492628834064891041_0_20.jpg,0.852,1,0.801,0.689,0,3
tusimple,tusimple_test_clips_0530_1492628836063392352_0_20.jpg,0.86,1,0.807,0.666,0.001,3
tusimple,tusimple_test_clips_0530_1492628837062931978_0_20.jpg,0.852,1,0.815,0.67,0.001,3
tusimple,tusimple_test_clips_0530_1492628843061083411_0_20.jpg,0.797,1,0.812,0.644,0,3
tusimple,tusimple_test_clips_0530_1492628866045283290_0_20.jpg,0.855,1,0.766,0.693,0.069,3
tusimple,tusimple_test_clips_0530_1492628867044589191_0_20.jpg,0.915,1,0.798,0.657,0.019,3
tusimple,tusimple_test_clips_0530_1492628872041600698_0_20.jpg,0.822,1,0.787,0.623,0.017,3
tusimple,tusimple_test_clips_0530_1492628878039902734_0_20.jpg,0.799,1,0.787,0.659,0.043,3
tusimple,tusimple_test_clips_0530_1492628891031694813_0_20.jpg,0.814,1,0.789,0.669,0,3
tusimple,tusimple_test_clips_0530_1492628902023457995_0_20.jpg,0.832,0.924,0.725,0.575,0,3
tusimple,tusimple_test_clips_0530_1492628903022854884_0_20.jpg,0.921,0.988,0.742,0.582,0,3
tusimple,tusimple_test_clips_0530_1492628908020167343_0_20.jpg,0.818,1,0.754,0.63,0,3
tusimple,tusimple_test_clips_0530_1492628909021211012_0_20.jpg,1,1,0.741,0.57,0,3
tusimple,tusimple_test_clips_0530_1492628912018158783_0_20.jpg,0.866,0.93,0.686,0.595,0,3
tusimple,tusimple_test_clips_0530_1492628919380871291_0_20.jpg,0.826,1,0.784,0.678,0,3
tusimple,tusimple_test_clips_0530_1492628936005511899_0_20.jpg,0.869,1,0.79,0.627,0.029,3
tusimple,tusimple_test_clips_0530_1492628952992695825_0_20.jpg,0.842,1,0.775,0.633,0.033,3
tusimple,tusimple_test_clips_0530_1492628970983173539_0_20.jpg,0.886,0.824,0.638,0.572,0,3
tusimple,tusimple_test_clips_0530_1492628979976308214_0_20.jpg,0.902,1,0.792,0.652,0,3
tusimple,tusimple_test_clips_0530_1492628986972995265_0_20.jpg,0.867,1,0.785,0.63,0,3
tusimple,tusimple_test_clips_0530_1492628998967418487_0_20.jpg,0.887,1,0.816,0.668,0,3
tusimple,tusimple_test_clips_0530_1492629010958244433_0_20.jpg,0.923,1,0.874,0.642,0,3
tusimple,tusimple_test_clips_0530_1492629011957087816_0_20.jpg,0.883,1,0.884,0.626,0,3
tusimple,tusimple_test_clips_0530_1492629018952761996_0_20.jpg,0.878,1,0.88,0.566,0.001,3
tusimple,tusimple_test_clips_0530_1492629019952144969_0_20.jpg,0.859,1,0.891,0.635,0,3
tusimple,tusimple_test_clips_0530_1492629020951599362_0_20.jpg,0.892,1,0.881,0.598,0.005,3
tusimple,tusimple_test_clips_0530_1492629021951062028_0_20.jpg,0.841,1,0.878,0.727,0.03,3
tusimple,tusimple_test_clips_0530_1492629026947897247_0_20.jpg,0.892,1,0.794,0.623,0.062,3
tusimple,tusimple_test_clips_0530_1492629028946683055_0_20.jpg,0.88,1,0.747,0.615,0.043,3
tusimple,tusimple_test_clips_0530_1492629029946127043_0_20.jpg,0.93,1,0.735,0.658,0.025,3
tusimple,tusimple_test_clips_0530_1492629035942512072_0_20.jpg,0.855,1,0.844,0.605,0.001,3
tusimple,tusimple_test_clips_0530_1492629039940085443_0_20.jpg,0.949,1,0.749,0.686,0,3
tusimple,tusimple_test_clips_0530_1492629045936481698_0_20.jpg,0.805,1,0.76,0.673,0,3
tusimple,tusimple_test_clips_0530_1492629046936233189_0_20.jpg,0.847,1,0.742,0.613,0,3
tusimple,tusimple_test_clips_0530_1492629048934651230_0_20.jpg,0.808,0.818,0.69,0.725,0,3
tusimple,tusimple_test_clips_0530_1492629052932618035_0_20.jpg,0.776,1,0.746,0.666,0.01,3
tusimple,tusimple_test_clips_0530_1492629715698242606_0_20.jpg,0.803,0.729,0.311,0.664,0.193,3
tusimple,tusimple_test_clips_0530_1492629720695143384_0_20.jpg,0.944,0.505,0.35,0.667,0.032,3
tusimple,tusimple_test_clips_0530_1492629721698396314_0_20.jpg,0.89,0.538,0.296,0.602,0.007,3
tusimple,tusimple_test_clips_0530_1492629730689564203_0_20.jpg,0.963,0.54,0.381,0.626,0.005,3
tusimple,tusimple_test_clips_0530_1492629731688582600_0_20.jpg,0.963,0.431,0.249,0.619,0.012,3
tusimple,tusimple_test_clips_0530_1492629738684273140_0_20.jpg,0.947,0.492,0.287,0.618,0.211,3
tusimple,tusimple_test_clips_0530_1492629741682499382_0_20.jpg,0.959,0.503,0.374,0.637,0.157,3
tusimple,tusimple_test_clips_0530_1492629744680705496_0_20.jpg,1,0.517,0.24,0.583,0.221,3
tusimple,tusimple_test_clips_0530_1492629748678308771_0_20.jpg,0.86,0.557,0.339,0.644,0.014,3
tusimple,tusimple_test_clips_0530_1492629775662096437_0_20.jpg,0.867,0.424,0.279,0.702,0.139,3
tusimple,tusimple_test_clips_0530_1492629796651218080_0_20.jpg,1,0.432,0.293,0.655,0.171,3
tusimple,tusimple_test_clips_0530_1492629804647331158_0_20.jpg,0.951,0.403,0.189,0.651,0.159,3
tusimple,tusimple_test_clips_0530_1492629806643261137_0_20.jpg,1,0.516,0.351,0.507,0.177,3
tusimple,tusimple_test_clips_0530_1492629808642156775_0_20.jpg,1,0.558,0.424,0.57,0.183,3
tusimple,tusimple_test_clips_0530_1492629809642954053_0_20.jpg,0.872,0.574,0.397,0.495,0.171,3
tusimple,tusimple_test_clips_0530_1492629814272085111_0_20.jpg,1,0.65,0.525,0.536,0.274,3
tusimple,tusimple_test_clips_0530_1492629817638721699_0_20.jpg,0.946,0.763,0.49,0.539,0.018,3
tusimple,tusimple_test_clips_0530_1492629820636054918_0_20.jpg,0.874,0.675,0.453,0.666,0.015,3
tusimple,tusimple_test_clips_0530_1492629823632972549_0_20.jpg,0.829,0.802,0.519,0.516,0.015,3
tusimple,tusimple_test_clips_0530_1492629833628506827_0_20.jpg,0.887,0.707,0.431,0.542,0.014,3
tusimple,tusimple_test_clips_0530_1492629837624580056_0_20.jpg,0.85,0.7,0.436,0.549,0.085,3
tusimple,tusimple_test_clips_0530_1492629839624266041_0_20.jpg,0.897,0.611,0.584,0.538,0.072,3
tusimple,tusimple_test_clips_0530_1492629851616009892_0_20.jpg,0.791,0.705,0.489,0.574,0,3
tusimple,tusimple_test_clips_0530_1492629871604205110_0_20.jpg,0.889,0.711,0.542,0.537,0,3
tusimple,tusimple_test_clips_0530_1492629872603376884_0_20.jpg,0.848,0.728,0.536,0.523,0.001,3
tusimple,tusimple_test_clips_0530_1492629881598007784_0_20.jpg,0.819,1,0.464,0.618,0.123,3
tusimple,tusimple_test_clips_0530_1492629890594802063_0_20.jpg,0.922,0.664,0.608,0.486,0,3
tusimple,tusimple_test_clips_0530_1492629892591623165_0_20.jpg,0.925,0.668,0.565,0.522,0.033,3
tusimple,tusimple_test_clips_0530_1492629895589600403_0_20.jpg,0.926,0.608,0.559,0.654,0.14,3
tusimple,tusimple_test_clips_0530_1492629902585244589_0_20.jpg,0.989,0.655,0.577,0.639,0.141,3
tusimple,tusimple_test_clips_0530_1492629924572036071_0_20.jpg,0.924,0.616,0.476,0.624,0.119,3
tusimple,tusimple_test_clips_0530_1492629929569028078_0_20.jpg,0.927,0.642,0.58,0.583,0.034,3
tusimple,tusimple_test_clips_0530_1492629950556320451_0_20.jpg,0.955,0.661,0.585,0.673,0.132,3
tusimple,tusimple_test_clips_0530_1492629957554176874_0_20.jpg,0.807,0.827,0.652,0.559,0,3
tusimple,tusimple_test_clips_0530_1492629961549704364_0_20.jpg,0.881,0.873,0.559,0.56,0.003,3
tusimple,tusimple_test_clips_0530_1492629972545498872_0_20.jpg,1,0.729,0.542,0.54,0.064,3
tusimple,tusimple_test_clips_0530_1492629992530920474_0_20.jpg,1,0.836,0.6,0.572,0.242,3
tusimple,tusimple_test_clips_0530_1492630001526604399_0_20.jpg,0.827,0.73,0.5,0.635,0.001,3
tusimple,tusimple_test_clips_0530_1492630010520460170_0_20.jpg,0.948,0.901,0.63,0.588,0.171,3
tusimple,tusimple_test_clips_0530_1492630013518282969_0_20.jpg,1,0.799,0.606,0.549,0.168,3
tusimple,tusimple_test_clips_0530_1492630014517744269_0_20.jpg,0.855,0.797,0.613,0.622,0.179,3
tusimple,tusimple_test_clips_0530_1492630021513479928_0_20.jpg,0.992,0.743,0.594,0.53,0.128,3
tusimple,tusimple_test_clips_0530_1492630022516852118_0_20.jpg,1,0.742,0.662,0.543,0.144,3
tusimple,tusimple_test_clips_0530_1492630025513246642_0_20.jpg,0.992,0.683,0.541,0.602,0.162,3
tusimple,tusimple_test_clips_0530_1492630028509226923_0_20.jpg,0.845,0.78,0.543,0.648,0.182,3
tusimple,tusimple_test_clips_0530_1492630054493594274_0_20.jpg,1,0.831,0.636,0.614,0.124,3
tusimple,tusimple_test_clips_0530_1492630063490885633_0_20.jpg,0.863,0.801,0.711,0.55,0.208,3
tusimple,tusimple_test_clips_0530_1492630073482137906_0_20.jpg,1,0.981,0.661,0.54,0.016,3
tusimple,tusimple_test_clips_0530_1492630077479545043_0_20.jpg,0.841,0.965,0.668,0.581,0.026,3
tusimple,tusimple_test_clips_0530_1492630079478539091_0_20.jpg,0.926,0.994,0.687,0.704,0.033,3
tusimple,tusimple_test_clips_0530_1492630087476193699_0_20.jpg,1,1,0.699,0.448,0.18,3
tusimple,tusimple_test_clips_0530_1492630090472339216_0_20.jpg,0.856,1,0.728,0.629,0.071,3
tusimple,tusimple_test_clips_0530_1492630102464524801_0_20.jpg,0.732,1,0.658,0.635,0.139,3
tusimple,tusimple_test_clips_0530_1492630108460880317_0_20.jpg,0.913,1,0.622,0.643,0.15,3
tusimple,tusimple_test_clips_0530_1492630111459121143_0_20.jpg,0.841,1,0.726,0.592,0,3
tusimple,tusimple_test_clips_0530_1492630120453660956_0_20.jpg,1,1,0.694,0.624,0.115,3
tusimple,tusimple_test_clips_0530_1492630122455388678_0_20.jpg,1,0.834,0.696,0.673,0.113,3
tusimple,tusimple_test_clips_0530_1492630126450070514_0_20.jpg,0.853,0.969,0.702,0.625,0.114,3
tusimple,tusimple_test_clips_0530_1492630131447069242_0_20.jpg,0.763,1,0.701,0.66,0.004,3
tusimple,tusimple_test_clips_0530_1492630137443360150_0_20.jpg,0.905,1,0.751,0.564,0.13,3
tusimple,tusimple_test_clips_0530_1492630140443199734_0_20.jpg,0.864,1,0.745,0.567,0.104,3
tusimple,tusimple_test_clips_0530_1492630154433139481_0_20.jpg,0.795,1,0.662,0.581,0.005,3
tusimple,tusimple_test_clips_0530_1492630158430765945_0_20.jpg,0.569,1,0.662,0.542,0.013,3
tusimple,tusimple_test_clips_0530_1492630182416228013_0_20.jpg,0.993,1,0.498,0.612,0.013,3
tusimple,tusimple_test_clips_0530_1492630189412620049_0_20.jpg,0.81,1,0.546,0.6,0.17,3
tusimple,tusimple_test_clips_0530_1492630196408051588_0_20.jpg,0.994,0.824,0.433,0.665,0.006,3
tusimple,tusimple_test_clips_0530_1492630208400395369_0_20.jpg,0.994,0.688,0.374,0.645,0.053,3
tusimple,tusimple_test_clips_0530_1492630215397724302_0_20.jpg,1,0.939,0.394,0.587,0.07,3
tusimple,tusimple_test_clips_0530_1492630246377473784_0_20.jpg,1,0.66,0.329,0.631,0,3
tusimple,tusimple_test_clips_0530_1492630247378682190_0_20.jpg,0.994,0.599,0.309,0.628,0,3
tusimple,tusimple_test_clips_0530_1492630254372774917_0_20.jpg,0.981,0.583,0.271,0.612,0.004,3
tusimple,tusimple_test_clips_0530_1492630258372803994_0_20.jpg,0.867,0.588,0.269,0.678,0.043,4
tusimple,tusimple_test_clips_0530_1492630283355211299_0_20.jpg,1,0.686,0.469,0.588,0.054,3
tusimple,tusimple_test_clips_0530_1492630284354630525_0_20.jpg,1,0.718,0.461,0.636,0.028,3
tusimple,tusimple_test_clips_0530_1492630287354946400_0_20.jpg,0.994,0.727,0.33,0.594,0.027,3
tusimple,tusimple_test_clips_0530_1492630293349077975_0_20.jpg,1,1,0.433,0.608,0.001,3
tusimple,tusimple_test_clips_0530_1492630295348044964_0_20.jpg,0.994,0.857,0.432,0.59,0,3
tusimple,tusimple_test_clips_0530_1492630304342595952_0_20.jpg,0.983,0.836,0.363,0.58,0,3
tusimple,tusimple_test_clips_0530_1492630305344554618_0_20.jpg,0.992,0.869,0.379,0.563,0,3
tusimple,tusimple_test_clips_0530_1492630306341517405_0_20.jpg,0.994,0.895,0.376,0.583,0,3
tusimple,tusimple_test_clips_0530_1492630310339050395_0_20.jpg,1,0.955,0.378,0.617,0,3
tusimple,tusimple_test_clips_0530_1492630316335536523_0_20.jpg,0.994,0.941,0.392,0.603,0,3
tusimple,tusimple_test_clips_0530_1492630321335102842_0_20.jpg,1,0.693,0.32,0.613,0,3
tusimple,tusimple_test_clips_0530_1492630323333875876_0_20.jpg,0.994,0.889,0.39,0.601,0,3
tusimple,tusimple_test_clips_0530_1492630332328125257_0_20.jpg,1,0.633,0.31,0.614,0.01,3
